,Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
5897,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2570,"Oilcrops, Other",2018,2018,kcal/capita/day,2.0,Fc,Calculated data
5899,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2571,Soyabean Oil,2018,2018,kcal/capita/day,1.0,Fc,Calculated data
5901,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2572,Groundnut Oil,2018,2018,kcal/capita/day,3.0,Fc,Calculated data
5903,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2573,Sunflowerseed Oil,2018,2018,kcal/capita/day,103.0,Fc,Calculated data
5905,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2574,Rape and Mustard Oil,2018,2018,kcal/capita/day,0.0,Fc,Calculated data
5907,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2575,Cottonseed Oil,2018,2018,kcal/capita/day,5.0,Fc,Calculated data
5909,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2576,Palmkernel Oil,2018,2018,kcal/capita/day,2.0,Fc,Calculated data
5911,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2577,Palm Oil,2018,2018,kcal/capita/day,84.0,Fc,Calculated data
5913,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2578,Coconut Oil,2018,2018,kcal/capita/day,6.0,Fc,Calculated data
5915,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2579,Sesameseed Oil,2018,2018,kcal/capita/day,5.0,Fc,Calculated data
5917,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2580,Olive Oil,2018,2018,kcal/capita/day,0.0,Fc,Calculated data
5919,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2582,Maize Germ Oil,2018,2018,kcal/capita/day,11.0,Fc,Calculated data
5921,FBS,New Food Balances,215,United Republic of Tanzania,664,Food supply (kcal/capita/day),2586,"Oilcrops Oil, Other",2018,2018,kcal/capita/day,17.0,Fc,Calculated data
5993,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2511,Wheat and products,2018,2018,kcal/capita/day,112.0,Fc,Calculated data
5995,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2805,Rice and products,2018,2018,kcal/capita/day,1319.0,Fc,Calculated data
5999,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2514,Maize and products,2018,2018,kcal/capita/day,124.0,Fc,Calculated data
6030,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2571,Soyabean Oil,2018,2018,kcal/capita/day,20.0,Fc,Calculated data
6032,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2572,Groundnut Oil,2018,2018,kcal/capita/day,9.0,Fc,Calculated data
6034,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2573,Sunflowerseed Oil,2018,2018,kcal/capita/day,0.0,Fc,Calculated data
6036,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2574,Rape and Mustard Oil,2018,2018,kcal/capita/day,1.0,Fc,Calculated data
6038,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2575,Cottonseed Oil,2018,2018,kcal/capita/day,0.0,Fc,Calculated data
6040,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2576,Palmkernel Oil,2018,2018,kcal/capita/day,0.0,Fc,Calculated data
6043,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2578,Coconut Oil,2018,2018,kcal/capita/day,27.0,Fc,Calculated data
6045,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2579,Sesameseed Oil,2018,2018,kcal/capita/day,2.0,Fc,Calculated data
6047,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2580,Olive Oil,2018,2018,kcal/capita/day,0.0,Fc,Calculated data
6049,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2581,Ricebran Oil,2018,2018,kcal/capita/day,3.0,Fc,Calculated data
6051,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2582,Maize Germ Oil,2018,2018,kcal/capita/day,0.0,Fc,Calculated data
6053,FBS,New Food Balances,237,Viet Nam,664,Food supply (kcal/capita/day),2586,"Oilcrops Oil, Other",2018,2018,kcal/capita/day,5.0,Fc,Calculated data
